DrugBank ID	SMILES
DB04391	[H][C@@](O)(CC1=CC=C(O)C=C1)C(O)=N[C@@]([H])(C(=O)N1[C@@]([H])(C[C@]2([H])CC[C@]([H])(C[C@]12[H])OS(O)(=O)=O)C(O)=NCCCCNC(N)=N)[C@]([H])(C)CC
DB01589	FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2
DB07697	COC1=CC=C(C=C1)S(=O)(=O)N1CCN(CC1)S(=O)(=O)C1=CC=C2OCCOC2=C1
DB01708	[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C
DB01159	[H]C(Cl)(Br)C(F)(F)F
DB00242	NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1
DB01151	CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C12
DB03621	[H]\C(=C(\C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@]([H])(C[C@@]2([H])C)OC)[C@]([H])(C[C@@]([H])(C)[C@]([H])(O)\C(C)=C([H])\[C@@]([H])(CC)C(=O)C[C@]([H])(O)[C@@]1([H])C)OC)[C@]1([H])CC[C@@]([H])(OC2=CC=C3N(C)C=CC3=C2)[C@@]([H])(C1)OC
DB07234	[H][C@](C)(NC1=C(NC2=CC=NC=C2)C(=O)C1=O)C1=CC=CC=C1
DB00134	CSCC[C@H](N)C(O)=O
DB00167	CC[C@H](C)[C@H](N)C(O)=O
DB08124	O=C1NC2=CC=C(C=C2\C1=C\NC1=CC2=C(CS(=O)(=O)C2)C=C1)C1=CN=CO1
DB00189	[H]C(Cl)=CC(O)(CC)C#C
DB00142	N[C@@H](CCC(O)=O)C(O)=O
DB00818	CC(C)C1=CC=CC(C(C)C)=C1O
DB03880	[H][C@@](CC1=CC=CC=C1)(NC(=O)[C@]([H])(CC(C)C)[C@]([H])(CSC1=CC=CS1)C(=O)NO)C(=O)NC
DB07680	[H][C@@](C(=O)NC1=CC=C2C=CC=CC2=C1)(C1=CSC2=C1C=C(Cl)C=C2)P(O)(O)=O
DB08122	CNS(=O)(=O)C1=CC=C(N\C=C2/C(=O)NC3=C2C=CC=C3)C=C1
DB00996	NCC1(CC(O)=O)CCCCC1
DB04851	COC1=CC(=CC(OC)=C1OC)C(=O)C(=O)N1CCCC[C@H]1C(=O)OC(CCCC1=CN=CC=C1)CCCC1=CN=CC=C1
DB04799	CCCCCCCCCCCC1=C(O)C(=O)C2=C(N=CS2)C1=O
DB00763	CN1C=CNC1=S
DB00182	CC(N)CC1=CC=CC=C1
DB03186	[H][C@@]1(C[C@]([H])(OP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])(O)[C@]2([H])OP(O)(O)=O)[C@@]([H])(COP(O)(O)=O)O1)N1C=CC(O)=NC1=O
DB03976	CC(C)OP(O)(O)=O
DB04010	COC1=CC=CC(=C1)C1=NC2=C(N1)C=CC=C2C(N)=O
DB02494	[H][C@](O)(CC1=CC=CC=C1)C(O)=O
DB00302	NC[C@H]1CC[C@@H](CC1)C(O)=O
DB03554	IC1=CNC(=O)NC1=O
DB01622	CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1
DB08137	FC1=CC=C(NC(=O)C2=NNC=C2NC(=O)C2=CC=CC=C2)C=C1
DB08325	CC(C)N1C=NC2=C1NC(NCCO)=N\C2=N/C1=CC=CC(Cl)=C1
DB02872	[H][C@]1(N=C(N(C(=O)N2CCN(CCO)CC2)[C@]1([H])C1=CC=C(Br)C=C1)C1=C(OCC)C=C(OC)C=C1)C1=CC=C(Br)C=C1
DB04800	CN1N=C(C=C1NS(O)(=O)=O)C1=CC=CC=C1
DB01054	CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC
DB01615	CC(CN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O)N(C)C
DB02719	[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@@](O)(O[C@]1([H])CO)C(O)=N
DB00138	N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O
DB00829	CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
DB03704	OCCCCCCCCCCCC(O)=O
DB02979	CS\C(N)=N\CCCCCCCCCCCCCC\N=C(/N)SC
DB00496	NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1
DB00777	CCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CC(C)N(C)C)C=C1
DB00637	COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1
DB00799	CCOC(=O)C1=CN=C(C=C1)C#CC1=CC2=C(SCCC2(C)C)C=C1
DB02422	[H][C@]1(CO)O[C@]([H])(OC)[C@@]([H])(S[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]2([H])O)[C@@]([H])(O)[C@]1([H])O
DB00548	OC(=O)CCCCCCCC(O)=O
DB07276	CCOC1=NC(=CC=C1C#N)C(=O)NCC1=CC(OC)=CC=C1OC
DB01234	[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB08755	[H][C@@](CC1CCCCC1)(NC(=O)N1CCOCC1)C(=O)N[C@@](C)(COCC1=CC=CC=C1)C#N
DB00312	CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
DB04404	[H][C@]1(O)[C@]([H])(O)[C@@]2([H])N=C(O[C@@]2([H])[C@]1([H])CO)N(C)C
DB08386	C(OC1=CC=C(C=C1)C1=NNC=C1C1=CC=NC=C1)C1=CC=C2C=CC=CC2=N1
DB00439	COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C(C)C)N=C1C(C)C
DB00822	CCN(CC)C(=S)SSC(=S)N(CC)CC
DB01114	CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1
DB00518	CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2
DB02322	[H][C@]1(O)O[C@]([H])(COS([O-])(=O)=O)[C@@]([H])(O[C@]2([H])OC(=C[C@]([H])(O)[C@@]2([H])OS([O-])(=O)=O)C([O-])=O)[C@]([H])(O)[C@@]1([H])NS([O-])(=O)=O
DB08537	BrC1=CN=C2N1C=C(C=C2NCC1=CN=CN=C1)C1=CC=CC=C1
DB08182	CCCOC1=C2C(NC=C2C2=NC(N)=NC=C2)=NC=C1
DB01351	CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
DB00833	[H][C@]12SCC(Cl)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O
DB07760	OC(=O)C1=CC=CC(\C=N\OCCO\N=C\C2=CC(=O)NC(=O)N2)=C1
DB04617	[NH3+]CCCCCCCCNC1=C2CCCCC2=[NH+]C2=CC=CC=C12
DB08191	OC(=O)C1=CC=C(C=C1)C1=CNC2=C1C=C(C=N2)C1=CC=CC=C1
DB01107	CCC1(CC)C(=O)NCC(C)C1=O
DB02210	OCCCCCCO
DB07958	CCCC1=CC2=C(NC(CC(N)=O)=C2)C(CC(O)=O)=C1
DB07194	[H][C@](C)(CO)NC(=O)C1=C(C)N=C(S1)C1=NC(NC2=CC(C)=CC(C)=C2)=NC=C1
DB08908	[H]\C(=C(\[H])C(=O)OC)C(=O)OC
DB00475	CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1
DB00823	[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](OC(C)=O)C=C3CC[C@@]21[H]
DB02220	CN[C@H]1CN(C2=CC(OC)=CC=C2)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
DB01727	O[C@@H]([C@H](CC(O)=O)C(O)=O)C(O)=O
DB08296	OC(=O)CCCC[P@]([O-])(=O)OC1=CC=C(C=C1)[N+]([O-])=O
DB01041	O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12
DB05294	COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1
DB04855	CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2
DB00617	CCC1(C)OC(=O)N(C)C1=O
DB00408	CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2
DB00750	CCCNC(C)C(=O)NC1=CC=CC=C1C
DB01412	CN1C=NC2=C1C(=O)NC(=O)N2C
DB00686	O[C@@H]1CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]1OS(O)(=O)=O
DB00459	COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1
DB00270	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C
DB01142	CN(C)CCC=C1C2=CC=CC=C2COC2=CC=CC=C12
DB01951	[H][C@]1(CCCN1C(=O)C(=O)C(C)(C)CC)C(=O)OCCCC1=CN=CC=C1
DB03477	NS(=O)(=O)C1=CC=C(C=C1)N1N=C(C=C1C1=CC=C(Br)C=C1)C(F)(F)F
DB01889	[H][C@@]12CC=C[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@]([H])(O)CC[C@]12C
DB01189	FC(F)OC(F)C(F)(F)F
DB06997	FC1=CC=C(CC(=O)NC(=O)NC2=CC(F)=C(OC3=CC=NC4=C3C=CN4)C=C2)C=C1
DB00533	CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1
DB00647	CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1
DB09028	O=C1C=CC=C2[C@H]3CNC[C@H](C3)CN12
DB00497	[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O
DB08654	[H][C@]1(N)CCC2=CC=CC=C2[C@]1([H])O
DB01591	O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1
DB00850	OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
DB01959	CCOC(=O)C1=C(C)N(N=C1C)C1=CC(=CC=C1)[N+]([O-])=O
DB00409	CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(Br)=C1OC
DB02994	C[As](C)(O)=O
DB09074	OC1=NN=C(CC2=CC(C(=O)N3CCN(CC3)C(=O)C3CC3)=C(F)C=C2)C2=CC=CC=C12
DB08213	[H][C@@]1(COC2=CC=CC=C2)CCCN1S(=O)(=O)C1=CC2=C(C=C1)N(C)C(=O)C2=O
DB00537	OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O
DB00463	CCC1(CC)C(=O)NC(=O)N(C)C1=O
DB00354	CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1
DB08022	[H][C@](C#N)(C1=NC2=C(S1)C=CC=C2)C1=NC(NCCC2=CC=CN=C2)=NC=C1
DB07289	OC(=O)COC1=C(SC(=C1Br)C1=CC=CC(NCC2=CC=CC=C2)=C1)C(O)=O
DB04661	CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OS(O)(=O)=O)[C@H]1O)NC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC
DB00838	[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
DB00575	ClC1=CC=CC(Cl)=C1NC1=NCCN1
DB03991	[H][C@@](O)(CO)[C@@]([H])(O)[C@]1([H])OC(=C[C@]([H])(O)[C@@]1([H])N=C(C)O)C(O)=O
DB00926	CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C)C(C)=C(OC)C=C1C
DB02325	CC(C)O
DB00232	CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O
DB00801	FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
DB01079	CCCCCNC(=N)N\N=C\C1=CNC2=C1C=C(OC)C=C2
DB05398	CCCCCCCCCCCC[N+](C)(C)[O-].CCCCCCCCCCCC[N+](C)(C)CC([O-])=O
DB02646	CCN=O
DB01072	COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
DB02715	[H][C@](C)(COC1=CC=C(C=C1)[C@]1([H])OC2=C(S[C@]1([H])C1=CC=C(O)C=C1)C=C(O)C=C2)N1CCCC1
DB01712	[H][C@@](CC1=CC=CC=C1)(NC(=O)[C@]1([H])CSCCN1S(=O)(=O)C1=CC=C(C)C=C1)C(=O)OCC
DB04679	[H][C@@]1(C)O[C@@]([H])(O[C@@]2([H])[C@]([H])(O[C@@]3([H])[C@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(O)[C@]3([H])N=C(C)O)O[C@]([H])(CO)[C@]([H])(O)[C@]2([H])O)[C@@]([H])(O)[C@]([H])(O)[C@]1([H])O
DB00162	C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C
DB00235	CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1
DB08597	C(CN1CCCCC1)OC1=CC=C(C=C1)C1=CN2N=CC(=C2N=C1)C1=CC=NC=C1
DB01745	COC(=O)C1CCN(CC1)C(=O)[C@H](CC1=CC=CC(=C1)C(N)=N)NS(=O)(=O)C1=CC=C2C=CC=CC2=C1
DB00703	CN1N=C(SC1=NC(C)=O)S(N)(=O)=O
DB04057	[H]\C(=C(\[H])C1=C(N=CN1[C@]1([H])O[C@]([H])(COP(O)(O)=O)[C@@]([H])(O)[C@@]1([H])O)C(O)=N)C(=O)N(CC1=NC2=C(NC(=N)N=C2O)C=C1)C1=CC=C(C=C1)C(=O)N[C@@]([H])(CCC(O)=O)C(O)=O
DB06204	CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1
DB00762	CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12
DB08221	CC1=CC=C(NC(=O)C2=CC=CC(=C2)C(F)(F)F)C=C1NC1=NC=CC=C1C1=CC=NC=N1
DB00683	CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12
DB04594	OC(CC(O)=O)CC(O)=O
DB08515	[H][C@](O)([C@@]1([H])CCCC=C1)[C@]1(NC(=O)[C@]2([H])CCO[C@]12C)C=O
DB00613	CCN(CC)CC1=C(O)C=CC(NC2=C3C=CC(Cl)=CC3=NC=C2)=C1
DB01116	O=C1N(CC2=CC=CC=C2)C2C[S+]3CCCC3C2N1CC1=CC=CC=C1
DB00657	CNC1(C)C2CCC(C2)C1(C)C
DB08277	[H][C@@]12C[C@@]3([H])C[C@@](C1)(C[C@@]([H])(C2)[C@@]3([H])NC(=O)C(C)(C)OC1=C(Cl)C=C(F)C=C1)S(C)(=O)=O
DB00385	[H][C@@]1(C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)COC(=O)CCCC)O[C@H]1C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O1
DB04738	[H]C(C)=C1N(C)C(=O)CC[C@@]([H])(N=C(O)[C@@]([H])(C)[C@@]([H])(N=C(O)[C@@]([H])(N=C(O)[C@@]([H])(C)[C@@]([H])(N=C1O)C(O)=O)C(C)C)C([H])=C([H])C(\C)=C(/[H])[C@]([H])(C)[C@]([H])(CC1=CC=CC=C1)OC)C(O)=O
DB04581	C(N1C=CN=C1)C1=CC=CC=C1
DB00243	COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1
DB08355	CN1N=C(C(O)=O)C2=C1C1=NC(NC3=CC=CC=C3)=NC=C1CC2
DB01252	[H][C@@](CC(=O)N1C[C@@]2([H])CCCC[C@@]2([H])C1)(CC1=CC=CC=C1)C(O)=O
DB03600	CCCCCCCCCC(O)=O
DB02568	NC1=NC(=O)C2=C(N1)C(CC1=CN=CC=C1)=CN2
DB07653	OC(=O)CNC1=NC=NC2=C1C(=C(O2)C1=CC=CC=C1)C1=CC=CC=C1
DB00207	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
DB01564	[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](C)CC2=CC(=O)CC[C@]12C
DB00151	N[C@@H](CS)C(O)=O
DB07056	CCN(CC)C(=O)CC1=CC=CC(NS(=O)(=O)C2=C(C)C(Cl)=CC=C2)=N1
DB00564	NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12
DB07387	CCCCS(=O)(=O)CCC(O)=O
DB00428	CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
DB01224	OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12
DB03136	NC(=[NH2+])C1=CC2=C(S1)C=CC=C2I
DB00412	CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1
DB08901	CN1CCN(CC2=CC=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2C(F)(F)F)CC1
DB05260	[Ga+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O
DB04173	OC[C@@H]1O[C@@](O)(CO)[C@H](O)[C@H]1O
DB03891	[H][C@@](CC(C)C)(N=C(O)OCC1=CC=CC=C1)C(O)=NNC(O)=NN=C(O)[C@]([H])(CC(C)C)N=C(O)OCC1=CC=CC=C1
DB07879	ONC(=O)C1=CC=C(S1)C(=O)N1CCN2C(C1)=NC=C2C1=CC=CC=C1
DB08756	[H][C@](C)(N)[C@@]1([H])CC[C@@]([H])(CC1)C(=O)NC1=CC=NC=C1
DB00371	CCCC(C)(COC(N)=O)COC(N)=O
DB00824	CCCN1C2=C(NC=N2)C(=O)NC1=O
DB05708	[H]\C(=C1\CCCN=C1C1=CN=CC=C1)C1=C(OC)C=C(OC)C=C1
DB00145	NCC(O)=O
DB07298	OC(=O)COC1=C(SC2=NC=CC=C12)C(O)=O
DB08695	[O-][N+](=O)C1=CC=C(C=C1)C1=NNC=C1
DB00832	CN1C(=O)CC(C1=O)C1=CC=CC=C1
DB01823	OC[C@H]1O[C@]2(NC(=O)NC2=O)[C@H](O)[C@@H](O)[C@@H]1O
DB03962	[H][C@]1(COP([O-])(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])([N+]3=CC=CC(=C3)C(O)=N)[C@]([H])(O)[C@]2([H])O)O[C@@]([H])(N2C(Br)=NC3=C(N)N=CN=C23)[C@]([H])(OP(O)(O)=O)[C@]1([H])O
DB08280	[H][C@@]12C[C@@]3([H])C[C@@](C1)(C[C@@]([H])(C2)[C@@]3([H])NC(=O)C(C)(C)OC1=CC=C(OC)C=C1)C(N)=O
DB00304	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H]
DB00252	O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1
DB03585	CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1
DB00337	[H][C@]1(CC[C@H](Cl)[C@@H](C1)OC)\C=C(/C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)OC
DB04835	CC(C)C1=NN=C(C)N1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1
DB01497	[H][C@]12CC3=C4C(OC5[C@@]4(CCN1C)[C@]21CC(C(C)(O)CCC)C5(OC)C=C1)=C(O)C=C3
DB09071	[H][C@@]1(CN=C(O)CC)C[C@@]1([H])C1=C2CCOC2=CC=C1
DB02216	CSC[C@H](N)C(O)=O
DB04474	OS(=O)(=O)C1=C2C(NC3=CC=CC=C3)=CC=CC2=CC=C1
DB02854	[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@]([H])(O)CC[C@]12C
DB01246	CC(CN(C)C)CN1C2=CC=CC=C2SC2=CC=CC=C12
DB03742	[H][C@]1(OC2=C(S[C@]1([H])C1=CC=C(O)C=C1)C=C(O)C=C2)C1=CC=C(OCCN2CCCCC2)C=C1
DB00715	FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1
DB03227	NC(=O)C1=CC=C[N+](=C1)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O
DB02058	OC1=NC2=CC=CC=C2C1CC1=CC=C(C=C1)N1CCN(CC1)C=O
DB04374	CCCCCC(CCCCC)SC1=C(N=NN1)C(O)=O
DB02652	[H]N(O)C(=O)N([H])[C@@H](CC1=CC=CC=C1)C(O)=O
DB04655	CC1=C(C(N)=NC(N)=N1)C1=CC(Cl)=C(Cl)C=C1
DB00927	NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1
DB00769	[H][C@@]12CC[C@](O)(C(=O)COC(=O)CN(CC)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB03137	COC1=CC(CC2=NC3=C(N)N=C(F)N=C3N2CCCC#C)=C(OC)C=C1
DB00788	COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O
DB02116	CN1C=NC2=C1N=C(NCCO)N=C2NCC1=CC=CC=C1
DB03552	N[C@@H](CC1=CC=CC(O)=C1)C(O)=O
DB06413	NC(=O)C[S@@](=O)C(C1=CC=CC=C1)C1=CC=CC=C1
DB01193	CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
DB00953	CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2
DB05479	CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)NC(CC1=CN=CN1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O
DB00911	CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O
DB08689	COC1=C(OC)C(=O)C(CC=C(C)C)=C(C)C1=O
DB04099	NC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)[N+]4=CC=CC(=C4)C(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1
DB09047	[H][C@]12CN(C[C@]1([H])OCCN2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1C#N)C(O)=O
DB07072	[H][C@@]1(CC[C@]([H])(C2=C(F)C=C(F)C(F)=C2)[C@@]([H])(N)C1)N1CCN2C(C1)=NN=C2C(F)(F)F
DB07736	[H][C@]1(CN(CC2=CC=C(F)C=C2)CCN1)C(=O)NCCS
DB08180	CN(CCO[P@@](O)(=O)OP(O)(O)=O)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C
DB00359	NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1
DB01370	[Al]
DB00514	[H][C@]12CC3=C(C=C(OC)C=C3)[C@@]3(CCCC[C@]13[H])CCN2C
DB00228	FC(F)OC(F)(F)C(F)Cl
DB00499	CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
DB08442	[H][C@@]1(CCCN1C(=O)C1=C(O)C=C(O)C=C1)C1=CC=CC=C1C
DB06144	FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2
DB00316	CC(=O)NC1=CC=C(O)C=C1
DB01236	FCOC(C(F)(F)F)C(F)(F)F
DB00641	[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC
DB00582	C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1
DB07717	[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12CCOCC1=CC(F)=CC(F)=C1
DB05381	NCCC1=CNC=N1
DB01536	[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB02943	[H][C@@](CSCC1=CC=C(OC)C=C1)(N=C(O)CCCN)C(O)=NCC(O)=O
DB00800	OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12
DB00906	CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
DB00970	[H][C@@]12CCCN1C(=O)[C@H](NC(=O)[C@@H](NC(=O)C1=C3N=C4C(OC3=C(C)C=C1)=C(C)C(=O)C(N)=C4C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@]3([H])CCCN3C(=O)[C@H](NC1=O)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C2=O)C(C)C
DB03782	[H]C12CC3([H])CC([H])(C1)CC(C2)(C3)NC(=O)NCC1=CC=C(NC(N)=N)C=C1
DB06151	CC(=O)N[C@@H](CS)C(O)=O
DB08651	[H][C@]1(S)C[C@@]([H])(O[C@]1([H])COP(O)(O)=O)N1C=C(C)C(=O)NC1=O
DB01227	CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
DB03093	COC1=CC(CC2=NC3=NC(F)=NC(N)=C3N2)=C(OC)C=C1
DB02337	N[C@@H](CCSCCCCC(O)=O)C(O)=O
DB07115	CN(CC1=CC=C(Cl)C=C1)S(=O)(=O)C1=CC=C(C=C1)S(N)(=O)=O
